id,reputation,taste
368610769,0.7572537801389456,0.5675233664539896
16931320,0.4224390243902439,0.7352872611013378
3281628907,0.09770992366412214,0.9418964776066623
80544850,0.6230867346938775,0.5896103903518854
2965536592,0.6067864271457086,0.5755787251279034
635901939,,
3262844611,0.3114754098360656,0.5716351961985177
365765069,0.4172447968285431,0.6713040200691486
84685887,0.3111888111888112,0.7439226537688921
526581925,0.3433667781493868,0.8291275866966815
2399877985,0.05806451612903226,0.9121790956704118
84936856,0.5736151603498543,0.5683239748532023
736016430,0.632665832290363,0.5830974425239752
77393163,0.27901234567901234,0.7407656316522666
702278455,0.9900008575593859,0.8383765880414081
2654044400,0.5236928104575164,0.8100485778138926
2753003409,0.4854111405835544,0.6369021020518733
456717176,0.5162635529608006,0.7190260519822209
408737153,0.3192982456140351,0.6438143842851584
2816242513,0.4346978557504873,0.6765882963929604
459585992,0.6085192697768763,0.6452704940007902
2243111964,0.3686440677966102,0.5808440098722482
381768688,0.603967168262654,0.5294612644825841
1146556242,0.5890313390313391,0.6254686058672811
259067734,,
895349876,0.31791221826809013,0.8814847652783101
163024833,0.36293007769145397,0.8366923514209788
254738601,0.5991590749824808,0.6350659662820746
3017822828,0.5131914893617021,0.616496660621326
2642657543,0.3142174432497013,0.8041564612582447
1470186901,0.5579598145285936,0.8884335817713673
276600808,0.5090283748925194,0.8333234484611383
221602981,0.6448189762796505,0.7184075234047359
1099945530,0.6621058893515764,0.2947857521040747
29086373,0.7778646851779429,0.8334998283992073
333143589,0.7631359466221852,0.4452931496188066
2736673189,,
1036162327,,
223017732,0.5108038029386344,0.7455544679617764
512665991,0.5616757176105508,0.5650440407969176
476919617,0.32616487455197135,0.9606754606684653
587035713,0.4496578690127077,0.5354054489095815
106281577,0.592,0.5620042367610257
2381471500,0.8064625850340136,0.6849380710292742
1621413638,0.16815476190476192,0.9292347312042131
184022143,0.5726299694189603,0.5944054359719215
1035036276,0.6546583850931676,0.6022858272384234
1057573068,0.5699922660479505,0.6789419983585107
2986196889,0.39935064935064934,0.7985619430041506
122646992,0.49452554744525545,0.718815852210098
599728356,0.6284372904091214,0.5726192400493185
3496233921,0.21112696148359486,0.882259907613601
3177061729,0.35630841121495327,0.49053288400898304
297526355,0.5722049689440993,0.5505502797091837
2853126860,0.5512820512820513,0.7700509957807539
19307503,0.5995639534883721,0.724497990677771
71450143,0.5683962264150944,0.8552268456272315
857313176,0.5359256128486898,0.6381009889689289
56815813,0.40928725701943847,0.6618646090971776
24215001,0.5259515570934256,0.692568448062138
426628579,0.16843702579666162,0.9613892422126158
222967641,0.5487603305785124,0.5711450366105834
2561662830,0.5855513307984791,0.6295934635239847
