UserID,arousal mean,arousal std,arousal min,arousal 25%,arousal 50%,arousal 75%,arousal max,compound mean,compound std,compound min,compound 25%,compound 50%,compound 75%,compound max,dominance mean,dominance std,dominance min,dominance 25%,dominance 50%,dominance 75%,dominance max,neg mean,neg std,neg min,neg 25%,neg 50%,neg 75%,neg max,neu mean,neu std,neu min,neu 25%,neu 50%,neu 75%,neu max,pos mean,pos std,pos min,pos 25%,pos 50%,pos 75%,pos max,valence mean,valence std,valence min,valence 25%,valence 50%,valence 75%,valence max,compound_mv,neg_mv,neu_mv,pos_mv,arousal_mv,dominance_mv,valence_mv,label
13253.0,-0.22514767927220963,0.19116470469615693,-0.686985172981878,-0.34985437108410183,-0.20189417782228924,-0.1412101203227938,0.403624382207578,0.08214596774193553,0.39385684007188904,-0.9153,0.0,0.0,0.371325,0.8074,0.19346641191051756,0.18552783197934966,-0.39331850053937445,0.09787324376340151,0.20960901199523474,0.31252933161520335,0.6845982845451684,0.05616935483870966,0.10272274799516388,0.0,0.0,0.0,0.1035,0.496,0.8533629032258067,0.14724010227628895,0.504,0.7262500000000001,0.879,1.0,1.0,0.09048387096774195,0.12738345439336476,0.0,0.0,0.0,0.1585,0.466,0.23590065676557345,0.20113534759873875,-0.6348547717842323,0.16315878680204637,0.250710658287319,0.3329135473955811,0.8533886583679116,0,0,0,0,8,8,8,0.0
880761.0,-0.19584217573409757,0.1765311601859003,-0.5410442526954506,-0.33389678999600775,-0.2026356476072193,-0.09116850955201633,0.3216375678028125,0.11528000000000001,0.38515992097259844,-0.6966,0.0,0.0,0.4215,0.9381,0.2327148831616292,0.16707387721588923,-0.5330410246012436,0.14017439795351466,0.23459041222665933,0.32293515783209015,0.7593482905982902,0.052924999999999986,0.08263286468853154,0.0,0.0,0.0,0.11125,0.351,0.8442600000000001,0.13687107384057207,0.475,0.7477499999999999,0.847,1.0,1.0,0.10280500000000002,0.12136773711767607,0.0,0.0,0.084,0.168,0.525,0.2824848234921799,0.20410157857666317,-0.6076432006407473,0.16997371847263487,0.2765623492982514,0.38475174590644917,0.8533886583679116,0,0,0,0,6,6,6,0.0
1037011.0,-0.18427137228652532,0.1671808834137117,-0.5453047775947282,-0.3138152426213179,-0.19045213859433474,-0.09488720076255497,0.5683690280065896,0.07168645161290323,0.439599524224454,-0.875,-0.0772,0.0,0.4496,0.8519,0.195898012721803,0.17763159903157733,-0.294100430733788,0.0851547286294898,0.21199328428392872,0.3097862153771771,0.8020833333333333,0.0767290322580645,0.12075510850302301,0.0,0.0,0.0,0.109,0.509,0.8267483870967743,0.158917792746054,0.41,0.7104999999999999,0.849,1.0,1.0,0.09656129032258061,0.11931357157490771,0.0,0.0,0.0,0.177,0.474,0.23916549870227446,0.2199516849262434,-0.5028236100911145,0.11630126809625907,0.2765623492982514,0.37160850211375307,0.8838174273858921,0,0,0,0,8,8,8,0.0
4419831.0,-0.2490041425568479,0.14607646244381836,-0.6441515650741351,-0.35709493665745606,-0.2579099144462187,-0.17018430144365326,0.28117751260339907,0.09511468531468534,0.41949289187317423,-0.8957,-0.0516,0.0,0.4404,0.8625,0.20754385552810312,0.18665629855498975,-0.8194444444444444,0.1300081871644787,0.21180555555555536,0.3156229070690182,0.7115483539094647,0.0665104895104895,0.11037323792368636,0.0,0.0,0.0,0.1115,0.595,0.8266573426573428,0.1429932582324462,0.405,0.7375,0.84,1.0,1.0,0.10680419580419578,0.12092689321816723,0.0,0.0,0.092,0.1665,0.459,0.21279930972711514,0.1941069370894898,-0.8008298755186722,0.13382692703858035,0.23812208390092282,0.3285827209567962,0.6078476477822163,0,0,0,0,8,8,8,0.0
5743432.0,-0.16629379056530516,0.18790408121880403,-0.7495881383855024,-0.17635914896425153,-0.17635914896425153,-0.11267312787376321,0.7397034596375618,-0.02921894736842106,0.1892621237621239,-0.5574,0.0,0.0,0.0,0.5859,0.17362956650825412,0.23152893082843445,-0.5625,0.22519505711953802,0.22519505711953802,0.22519505711953802,0.6874999999999998,0.022847368421052637,0.05792298178128412,0.0,0.0,0.0,0.0,0.286,0.9661052631578946,0.06941211544892141,0.699,1.0,1.0,1.0,1.0,0.011047368421052632,0.037172739462887454,0.0,0.0,0.0,0.0,0.173,0.201546416225684,0.27970618952228377,-0.7786998616874136,0.26553808637456905,0.2765623492982514,0.2765623492982514,0.7372060857538036,0,0,0,0,100,100,100,0.0
10086382.0,-0.21207070891263194,0.1374887615786461,-0.5556898834241183,-0.30294113964502256,-0.21228311187999727,-0.13736633257175246,0.44316309719934077,0.26839621621621623,0.3573418119719984,-0.5574,0.0,0.2732,0.5719,0.9089,0.24399186619131463,0.1528405580383103,-0.190662493479395,0.15027499892296836,0.24332029709433245,0.35178417801301287,0.7604166666666667,0.016794594594594595,0.05309395868536891,0.0,0.0,0.0,0.0,0.344,0.8604810810810812,0.1413953404577844,0.364,0.762,0.868,1.0,1.0,0.1227297297297297,0.13973193447996593,0.0,0.0,0.116,0.211,0.636,0.3201259588333088,0.16122499353477035,-0.25117773687330347,0.2399376671024822,0.31992072737901833,0.4138571545376015,0.9834024896265561,0,0,0,0,6,6,6,1.0
10145612.0,-0.09798390133876907,0.28824445515857583,-0.7528830313014827,-0.2805485748584795,-0.17635914896425153,-0.0040263971572616075,0.802306425041186,0.04050107526881721,0.42886250570920637,-0.9382,-0.0772,0.0,0.3612,0.8844,0.17114273097760735,0.24438249888301222,-0.5694444444444446,0.04596745773005595,0.20202216191936806,0.28324224681377586,0.7604166666666667,0.08251612903225804,0.15353930334546034,0.0,0.0,0.0,0.128,0.701,0.8131827956989245,0.20600532634716867,0.202,0.674,0.867,1.0,1.0,0.10429032258064518,0.16033637064981762,0.0,0.0,0.0,0.241,0.582,0.21263824767253478,0.34032959385218065,-0.950207468879668,0.0710460740273009,0.2765623492982514,0.371828604852003,0.9834024896265561,0,0,0,0,14,14,14,0.0
11117662.0,-0.16459585831037077,0.18620204513904862,-0.5624829253350774,-0.31013179571663924,-0.18264432647259032,-0.031969373829525694,0.4093501452396533,0.005285999999999997,0.33217924794881304,-0.7351,0.0,0.0,0.0,0.7783,0.1703120559128426,0.18380631531937838,-0.40251572327044016,0.0961776538075963,0.1814938864153559,0.28609222422451397,0.6527777777777779,0.06013999999999999,0.11514854029321547,0.0,0.0,0.0,0.0,0.416,0.872335,0.15605083173577505,0.333,0.7545000000000001,1.0,1.0,1.0,0.06752499999999999,0.12219026836625346,0.0,0.0,0.0,0.1265,0.459,0.21688208731778735,0.22344083107753068,-0.6210235131396957,0.10349760796584301,0.24081295671998681,0.3522506484682732,0.839557399723375,0,0,0,0,2,2,2,0.0
11142362.0,-0.15990728752120606,0.17694223153405866,-0.6803953871499175,-0.26915530927063047,-0.17635914896425153,-0.06535146250513413,0.43615722968241855,0.28501809045226123,0.3506468501348137,-0.8225,0.0,0.1779,0.6249,0.93,0.25614079039220955,0.16419986038255052,-0.17240241532601197,0.15273171047589829,0.22519505711953802,0.36762352790578556,0.7465343891357128,0.019954773869346736,0.06299986343438863,0.0,0.0,0.0,0.0,0.361,0.796638190954774,0.2048857029208171,0.0,0.6455,0.811,1.0,1.0,0.18341708542713572,0.1962368232970688,0.0,0.0,0.177,0.328,1.0,0.3584688311490277,0.1969706747270168,-0.20885200553250338,0.24534997629191724,0.3181035273758439,0.4799518660981128,0.8196866751527776,0,0,0,0,33,33,33,0.0
12052952.0,-0.19001131289845857,0.1633104036788868,-0.616016608630555,-0.2912493701237959,-0.1993410214168041,-0.09206372253169204,0.21998525411949799,0.09326666666666666,0.27722580635347305,-0.7269,0.0,0.0,0.3182,0.8402,0.28780101030160843,0.18087232433106262,-0.32638888888888884,0.17976428298373492,0.2780618358337785,0.3951246692606454,0.7361111111111109,0.029844961240310077,0.08167460682607404,0.0,0.0,0.0,0.0,0.481,0.8953333333333333,0.13494659437471296,0.471,0.821,1.0,1.0,1.0,0.07479069767441861,0.11658993808554284,0.0,0.0,0.0,0.162,0.529,0.25928117211815377,0.179589116929368,-0.4409259663682027,0.1556528124822154,0.2811417284095641,0.39386406739417357,0.6791147994467499,0,0,0,0,2,2,2,1.0
